task,step,progress,filename,source_path,dest_path,is_new,is_updated,pruned_count
mw-coffee-button,5000000,100.0,mw-coffee-button_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-coffee-button/20251218_182346_expert_mw-coffee-button/wandb/run-20251218_182435-dwupqb5l/files/media/videos/videos/eval_video_5000000_a173f68a8a0ea87ad7e2.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-coffee-button_5000000.mp4,False,False,0
mw-coffee-pull,5000000,100.0,mw-coffee-pull_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-coffee-pull/20251218_214522_expert_mw-coffee-pull/wandb/run-20251218_214612-u5rldyvw/files/media/videos/videos/eval_video_5000000_94e57da7d41d64866f94.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-coffee-pull_5000000.mp4,False,False,0
mw-coffee-push,5000000,100.0,mw-coffee-push_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-coffee-push/20251217_090848_expert_mw-coffee-push/wandb/run-20251217_090943-sb3t7a7c/files/media/videos/videos/eval_video_5000000_5a842ddcc0f5e29c2322.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-coffee-push_5000000.mp4,False,False,0
mw-dial-turn,5000000,100.0,mw-dial-turn_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-dial-turn/20251218_215637_expert_mw-dial-turn/wandb/run-20251218_215726-abuw9a0c/files/media/videos/videos/eval_video_5000000_d87d1bd8f379176f790b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-dial-turn_5000000.mp4,False,False,0
mw-disassemble,5000000,100.0,mw-disassemble_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-disassemble/20251216_011332_expert_mw-disassemble/wandb/run-20251216_011422-jsizzsxr/files/media/videos/videos/eval_video_5000000_fad401a52edb78c92fa6.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-disassemble_5000000.mp4,False,False,0
mw-door-close,5000000,100.0,mw-door-close_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-door-close/20251216_011341_expert_mw-door-close/wandb/run-20251216_011445-8h3gpayz/files/media/videos/videos/eval_video_5000000_5aef17b411de4d1b1fa3.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-door-close_5000000.mp4,False,False,0
mw-door-lock,5000000,100.0,mw-door-lock_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-door-lock/20251216_011337_expert_mw-door-lock/wandb/run-20251216_011429-wt7yxavl/files/media/videos/videos/eval_video_800000_6266e6426825a0abfced.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-door-lock_5000000.mp4,False,False,0
mw-door-open,5000000,100.0,mw-door-open_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-door-open/20251216_011341_expert_mw-door-open/wandb/run-20251216_011446-yhcecgwl/files/media/videos/videos/eval_video_5000000_e125b58ecb5d4594087f.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-door-open_5000000.mp4,False,False,0
mw-door-unlock,5000000,100.0,mw-door-unlock_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-door-unlock/20251216_011336_expert_mw-door-unlock/wandb/run-20251216_011429-r3b6gr6s/files/media/videos/videos/eval_video_800000_b7a54f9946ea5c50b6cf.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-door-unlock_5000000.mp4,False,False,0
mw-drawer-close,5000000,100.0,mw-drawer-close_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-drawer-close/20251227_022448_eval_20251226_130407_expert_mw-drawer-close/wandb/run-20251227_022450-coetjr7e/files/media/videos/videos/eval_video_0_936769f6bf4c4ebb7ed8.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-drawer-close_5000000.mp4,False,False,0
mw-drawer-open,5000000,100.0,mw-drawer-open_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-drawer-open/20251216_011341_expert_mw-drawer-open/wandb/run-20251216_011445-fd9wtux2/files/media/videos/videos/eval_video_5000000_f80116118d39faba0de3.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-drawer-open_5000000.mp4,False,False,0
mw-faucet-close,5000000,100.0,mw-faucet-close_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-faucet-close/20251216_011341_expert_mw-faucet-close/wandb/run-20251216_011444-bpxsyoej/files/media/videos/videos/eval_video_5000000_93bcb7680e0d51851ef2.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-faucet-close_5000000.mp4,False,False,0
mw-faucet-open,5000000,100.0,mw-faucet-open_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-faucet-open/20251216_011341_expert_mw-faucet-open/wandb/run-20251216_011446-7f9frkai/files/media/videos/videos/eval_video_5000000_8507cdde16afe5592373.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-faucet-open_5000000.mp4,False,False,0
mw-hammer,5000000,100.0,mw-hammer_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-hammer/20251216_011339_expert_mw-hammer/wandb/run-20251216_011442-ii7neck9/files/media/videos/videos/eval_video_5000000_7bf629155228e7c56ec1.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-hammer_5000000.mp4,False,False,0
mw-hand-insert,5000000,100.0,mw-hand-insert_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-hand-insert/20251227_022444_eval_20251226_034759_expert_mw-hand-insert/wandb/run-20251227_022447-dbpeoy79/files/media/videos/videos/eval_video_0_9206d7c88dc4623bab2c.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-hand-insert_5000000.mp4,False,False,0
mw-handle-press,5000000,100.0,mw-handle-press_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-handle-press/20251216_011340_expert_mw-handle-press/wandb/run-20251216_011443-eb2a24hb/files/media/videos/videos/eval_video_5000000_9e6e4e9f875b3b57a61e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-handle-press_5000000.mp4,False,False,0
mw-handle-press-side,5000000,100.0,mw-handle-press-side_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-handle-press-side/20251216_011340_expert_mw-handle-press-side/wandb/run-20251216_011443-oypgn49u/files/media/videos/videos/eval_video_5000000_1b37a5a3c26fda8cdb52.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-handle-press-side_5000000.mp4,False,False,0
mw-handle-pull,5000000,100.0,mw-handle-pull_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-handle-pull/20251216_011357_expert_mw-handle-pull/wandb/run-20251216_011515-5lwmp2h1/files/media/videos/videos/eval_video_5000000_297fd0f2dea66d655c10.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-handle-pull_5000000.mp4,False,False,0
mw-handle-pull-side,5000000,100.0,mw-handle-pull-side_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-handle-pull-side/20251216_011341_expert_mw-handle-pull-side/wandb/run-20251216_011446-pfy9du34/files/media/videos/videos/eval_video_5000000_dbc564e47c2e4431a3ec.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-handle-pull-side_5000000.mp4,False,False,0
mw-lever-pull,5000000,100.0,mw-lever-pull_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-lever-pull/20251216_011356_expert_mw-lever-pull/wandb/run-20251216_011515-b017q5x5/files/media/videos/videos/eval_video_5000000_a3a0cd6f3ad65c0e75f1.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-lever-pull_5000000.mp4,False,False,0
mw-peg-insert-side,5000000,100.0,mw-peg-insert-side_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-peg-insert-side/20251217_155914_expert_mw-peg-insert-side/wandb/run-20251217_160005-vg3ftrz5/files/media/videos/videos/eval_video_5000000_7c47046a469f2accda3d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-peg-insert-side_5000000.mp4,False,False,0
mw-peg-unplug-side,5000000,100.0,mw-peg-unplug-side_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-peg-unplug-side/20251219_010324_expert_mw-peg-unplug-side/wandb/run-20251219_010426-x95atyl8/files/media/videos/videos/eval_video_5000000_13858351542cab23fd54.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-peg-unplug-side_5000000.mp4,False,False,0
mw-pick-out-of-hole,5000000,100.0,mw-pick-out-of-hole_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-pick-out-of-hole/20251216_011356_expert_mw-pick-out-of-hole/wandb/run-20251216_011513-b980mnyb/files/media/videos/videos/eval_video_5000000_af9090c95602b0f6ec3a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-pick-out-of-hole_5000000.mp4,False,False,0
mw-pick-place,5000000,100.0,mw-pick-place_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-pick-place/20251217_152750_expert_mw-pick-place/wandb/run-20251217_152851-ws404syx/files/media/videos/videos/eval_video_5000000_6f0c7d0b49325b5e50ef.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-pick-place_5000000.mp4,False,False,0
mw-pick-place-wall,5000000,100.0,mw-pick-place-wall_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-pick-place-wall/20251216_011355_expert_mw-pick-place-wall/wandb/run-20251216_011513-4qryn2wc/files/media/videos/videos/eval_video_5000000_f56413222199f6d7678d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-pick-place-wall_5000000.mp4,False,False,0
mw-plate-slide,5000000,100.0,mw-plate-slide_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-plate-slide/20251224_234050_expert_mw-plate-slide/wandb/run-20251224_234150-dewqujq1/files/media/videos/videos/eval_video_0_0798d6a8db18ad812014.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-plate-slide_5000000.mp4,False,False,0
mw-plate-slide-back,5000000,100.0,mw-plate-slide-back_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-plate-slide-back/20251217_124712_expert_mw-plate-slide-back/wandb/run-20251217_124807-mwjfxqss/files/media/videos/videos/eval_video_5000000_4ef1ccaa92f3d4fd0d21.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-plate-slide-back_5000000.mp4,False,False,0
mw-plate-slide-back-side,5000000,100.0,mw-plate-slide-back-side_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-plate-slide-back-side/20251225_175829_expert_mw-plate-slide-back-side/wandb/run-20251225_175832-ikl494wf/files/media/videos/videos/eval_video_2460000_343ca51e7571f37b3a07.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-plate-slide-back-side_5000000.mp4,False,False,0
mw-plate-slide-side,5000000,100.0,mw-plate-slide-side_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-plate-slide-side/20251216_011349_expert_mw-plate-slide-side/wandb/run-20251216_011457-lpt78z9d/files/media/videos/videos/eval_video_5000000_3370931ea4fa4038d999.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-plate-slide-side_5000000.mp4,False,False,0
mw-push,5000000,100.0,mw-push_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-push/20251224_234054_expert_mw-push/wandb/run-20251224_234156-09dg3eim/files/media/videos/videos/eval_video_0_37b89086f0cd4c4242a6.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-push_5000000.mp4,False,False,0
mw-push-wall,5000000,100.0,mw-push-wall_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-push-wall/20251216_011346_expert_mw-push-wall/wandb/run-20251216_011451-atmvbm49/files/media/videos/videos/eval_video_5000000_f50df0172cf4d6435563.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-push-wall_5000000.mp4,False,False,0
mw-reach,5000000,100.0,mw-reach_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-reach/20251216_011344_expert_mw-reach/wandb/run-20251216_011449-s930lwf6/files/media/videos/videos/eval_video_5000000_8a36f4cb8c315ef632fc.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-reach_5000000.mp4,False,False,0
mw-reach-wall,5000000,100.0,mw-reach-wall_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-reach-wall/20251216_011345_expert_mw-reach-wall/wandb/run-20251216_011450-0t7tnaxa/files/media/videos/videos/eval_video_5000000_0ffd24b15b17c4651e46.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-reach-wall_5000000.mp4,False,False,0
mw-soccer,5000000,100.0,mw-soccer_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-soccer/20251216_011345_expert_mw-soccer/wandb/run-20251216_011450-x06glboy/files/media/videos/videos/eval_video_5000000_5ce249e255e4faa54bac.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-soccer_5000000.mp4,False,False,0
mw-stick-pull,5000000,100.0,mw-stick-pull_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-stick-pull/20251216_011346_expert_mw-stick-pull/wandb/run-20251216_011449-dj4kdh4o/files/media/videos/videos/eval_video_5000000_14f6c8e438c9fe6dd3f5.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-stick-pull_5000000.mp4,False,False,0
mw-stick-push,2700000,54.0,mw-stick-push_2700000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-stick-push/20251216_011345_expert_mw-stick-push/wandb/run-20251216_011450-i9hoiuj1/files/media/videos/videos/eval_video_0_05f7f841ea117a8aa7a1.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-stick-push_2700000.mp4,False,False,1
mw-sweep,3200000,64.0,mw-sweep_3200000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-sweep/20251216_011344_expert_mw-sweep/wandb/run-20251216_011437-ec86v0ww/files/media/videos/videos/eval_video_880000_2572c16a0c18e6bcd471.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-sweep_3200000.mp4,False,False,0
mw-sweep-into,3100000,62.0,mw-sweep-into_3100000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-sweep-into/20251216_011344_expert_mw-sweep-into/wandb/run-20251216_011437-c7rcgw4m/files/media/videos/videos/eval_video_880000_05fee6673a40c8834589.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-sweep-into_3100000.mp4,False,False,0
mw-window-close,4800000,96.0,mw-window-close_4800000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-window-close/20251225_175818_expert_mw-window-close/wandb/run-20251225_175820-n1gl0qlx/files/media/videos/videos/eval_video_2380000_4937aca56151a45e3da1.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-window-close_4800000.mp4,False,False,0
mw-window-open,5000000,100.0,mw-window-open_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-window-open/20251216_011344_expert_mw-window-open/wandb/run-20251216_011437-86olcdgl/files/media/videos/videos/eval_video_920000_81551f1aae1e0a139946.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-window-open_5000000.mp4,False,False,0
og-ant,5000000,100.0,og-ant_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-ant/20251227_022443_eval_20251226_014033_expert_og-ant/wandb/run-20251227_022447-okscnkxs/files/media/videos/videos/eval_video_0_3a6593866d453d408d5e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-ant_5000000.mp4,False,True,1
og-ant-arena,5000000,100.0,og-ant-arena_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-ant-arena/20251227_022444_eval_20251226_014033_expert_og-ant-arena/wandb/run-20251227_022447-u0emk4uc/files/media/videos/videos/eval_video_0_e5ff329d83e197811f93.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-ant-arena_5000000.mp4,False,False,0
og-ant-bottleneck,5000000,100.0,og-ant-bottleneck_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-ant-bottleneck/20251227_022445_eval_20251226_191552_expert_og-ant-bottleneck/wandb/run-20251227_022447-zybz9kmd/files/media/videos/videos/eval_video_0_cd5df619a65338fd5c18.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-ant-bottleneck_5000000.mp4,False,False,0
og-ant-circle,4900000,98.0,og-ant-circle_4900000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-ant-circle/20251227_022504_eval_20251226_014034_expert_og-ant-circle/wandb/run-20251227_022505-aqh25pdy/files/media/videos/videos/eval_video_0_24dd6d4160ba8f15f097.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-ant-circle_4900000.mp4,False,True,1
og-ant-maze,5000000,100.0,og-ant-maze_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-ant-maze/20251227_022440_eval_20251226_131335_expert_og-ant-maze/wandb/run-20251227_022442-j2z4l4pq/files/media/videos/videos/eval_video_0_cb3f499807c2a2b5c759.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-ant-maze_5000000.mp4,False,False,0
og-ant-spiral,4500000,90.0,og-ant-spiral_4500000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-ant-spiral/20251227_022458_eval_20251226_014038_expert_og-ant-spiral/wandb/run-20251227_022500-krqiyzoc/files/media/videos/videos/eval_video_0_dc58a6e39f2aa4c6969e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-ant-spiral_4500000.mp4,False,False,0
og-antball,4700000,94.0,og-antball_4700000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-antball/20251227_022540_eval_20251226_014037_expert_og-antball/wandb/run-20251227_022543-il6wqbtq/files/media/videos/videos/eval_video_0_892a3e595be6adf9f318.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-antball_4700000.mp4,False,False,0
og-point-arena,4900000,98.0,og-point-arena_4900000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-point-arena/20251227_022541_eval_20251226_014038_expert_og-point-arena/wandb/run-20251227_022542-cdjzc6jd/files/media/videos/videos/eval_video_0_4aee1388ba520564ca1f.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-point-arena_4900000.mp4,False,False,0
og-point-bottleneck,5000000,100.0,og-point-bottleneck_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-point-bottleneck/20251227_022508_eval_20251226_034845_expert_og-point-bottleneck/wandb/run-20251227_022510-9ac23hmy/files/media/videos/videos/eval_video_0_0722fd0325a86242fad6.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-point-bottleneck_5000000.mp4,False,False,0
og-point-circle,5000000,100.0,og-point-circle_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-point-circle/20251227_022508_eval_20251226_014037_expert_og-point-circle/wandb/run-20251227_022510-rdbxma8f/files/media/videos/videos/eval_video_0_88127328b07122fd17a7.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-point-circle_5000000.mp4,False,False,0
og-point-maze,5000000,100.0,og-point-maze_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-point-maze/20251222_225108_expert_og-point-maze/wandb/run-20251222_225200-3plkm56r/files/media/videos/videos/eval_video_5000000_484a0125d1117b9df4ca.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-point-maze_5000000.mp4,False,False,0
og-point-spiral,4400000,88.0,og-point-spiral_4400000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-point-spiral/20251227_022508_eval_20251226_021241_expert_og-point-spiral/wandb/run-20251227_022510-2kko6ikw/files/media/videos/videos/eval_video_0_f7d4618e359100743aa8.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-point-spiral_4400000.mp4,False,False,0
og-point-var1,3600000,72.0,og-point-var1_3600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/og-point-var1/20251227_022508_eval_20251226_021241_expert_og-point-var1/wandb/run-20251227_022510-s2dia658/files/media/videos/videos/eval_video_0_3e95ae9f7bb3270ae0bf.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/og-point-var1_3600000.mp4,False,True,1
pendulum-spin,5000000,100.0,pendulum-spin_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pendulum-spin/20251216_011341_expert_pendulum-spin/wandb/run-20251216_011441-boict3jd/files/media/videos/videos/eval_video_5000000_c8389ccf09f0cdf81204.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pendulum-spin_5000000.mp4,False,False,0
pendulum-swingup,5000000,100.0,pendulum-swingup_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pendulum-swingup/20251216_011350_expert_pendulum-swingup/wandb/run-20251216_011459-qi8unel4/files/media/videos/videos/eval_video_5000000_540d88988a8ddd0bcb9e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pendulum-swingup_5000000.mp4,False,False,0
pygame-air-hockey,5000000,100.0,pygame-air-hockey_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-air-hockey/20251218_180857_expert_pygame-air-hockey/wandb/run-20251218_180959-ic0gsvbu/files/media/videos/videos/eval_video_5000000_3a35241c921626d3ede9.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-air-hockey_5000000.mp4,False,False,0
pygame-bird-attack,5000000,100.0,pygame-bird-attack_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-bird-attack/20251218_184117_expert_pygame-bird-attack/wandb/run-20251218_184206-w8zbambx/files/media/videos/videos/eval_video_5000000_2cc228c0fedf6b812802.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-bird-attack_5000000.mp4,False,False,0
pygame-cartpole-balance,3900000,78.0,pygame-cartpole-balance_3900000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-cartpole-balance/20251227_022506_eval_20251226_214436_expert_pygame-cartpole-balance/wandb/run-20251227_022508-m457gn9j/files/media/videos/videos/eval_video_0_fa76646c932030d918a3.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-cartpole-balance_3900000.mp4,False,True,1
pygame-cartpole-balance-sparse,3000000,60.0,pygame-cartpole-balance-sparse_3000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-cartpole-balance-sparse/20251227_022526_eval_20251226_210434_expert_pygame-cartpole-balance-sparse/wandb/run-20251227_022530-rcqsxnax/files/media/videos/videos/eval_video_0_69f1199fff7bcb6b6296.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-cartpole-balance-sparse_3000000.mp4,False,True,1
pygame-cartpole-swingup,4200000,84.0,pygame-cartpole-swingup_4200000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-cartpole-swingup/20251227_022507_eval_20251226_214435_expert_pygame-cartpole-swingup/wandb/run-20251227_022509-351kcd2u/files/media/videos/videos/eval_video_0_8e228f611968ae5c0378.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-cartpole-swingup_4200000.mp4,False,False,0
pygame-cartpole-swingup-sparse,2600000,52.0,pygame-cartpole-swingup-sparse_2600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-cartpole-swingup-sparse/20251227_022507_eval_20251226_210432_expert_pygame-cartpole-swingup-sparse/wandb/run-20251227_022509-potd79fo/files/media/videos/videos/eval_video_0_757f20e299ad71d4d9de.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-cartpole-swingup-sparse_2600000.mp4,False,False,0
pygame-cartpole-tremor,4300000,86.0,pygame-cartpole-tremor_4300000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-cartpole-tremor/20251227_022506_eval_20251226_215928_expert_pygame-cartpole-tremor/wandb/run-20251227_022509-0bnoltaj/files/media/videos/videos/eval_video_0_bfc5b7ec601995729500.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-cartpole-tremor_4300000.mp4,False,False,0
pygame-chase-evade,2400000,48.0,pygame-chase-evade_2400000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-chase-evade/20251227_022507_eval_20251226_210446_expert_pygame-chase-evade/wandb/run-20251227_022509-iremcp40/files/media/videos/videos/eval_video_0_8a3f9aff6bbc6c82b8f4.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-chase-evade_2400000.mp4,False,False,0
pygame-coconut-dodge,3200000,64.0,pygame-coconut-dodge_3200000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-coconut-dodge/20251227_022507_eval_20251226_021246_expert_pygame-coconut-dodge/wandb/run-20251227_022509-hym2ef6z/files/media/videos/videos/eval_video_0_ac7594ed928ebe2ee021.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-coconut-dodge_3200000.mp4,False,False,0
