task,step,progress,filename,source_path,dest_path,is_new,is_updated,pruned_count
lunarlander-land,5000000,100.0,lunarlander-land_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/lunarlander-land/20251227_022440_eval_20251226_034643_expert_lunarlander-land/wandb/run-20251227_022442-hrat4zoa/files/media/videos/videos/eval_video_0_91de2354dd644d2c1f0c.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/lunarlander-land_5000000.mp4,False,False,0
lunarlander-takeoff,5000000,100.0,lunarlander-takeoff_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/lunarlander-takeoff/20251227_022440_eval_20251226_214427_expert_lunarlander-takeoff/wandb/run-20251227_022442-dsm15837/files/media/videos/videos/eval_video_0_56fedcae2bd07a60477b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/lunarlander-takeoff_5000000.mp4,False,False,0
ms-ant-run,5000000,100.0,ms-ant-run_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-ant-run/20251218_215204_expert_ms-ant-run/wandb/run-20251218_215300-3pudn4cm/files/media/videos/videos/eval_video_5000000_0808aaeeb649b8dcbcfd.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-ant-run_5000000.mp4,False,False,0
ms-ant-walk,5000000,100.0,ms-ant-walk_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-ant-walk/20251220_141501_expert_ms-ant-walk/wandb/run-20251220_141546-idnvtw3w/files/media/videos/videos/eval_video_5000000_89b4dab65a5d131a0e59.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-ant-walk_5000000.mp4,False,False,0
ms-anymal-reach,5000000,100.0,ms-anymal-reach_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-anymal-reach/20251218_204804_expert_ms-anymal-reach/wandb/run-20251218_204915-roii6end/files/media/videos/videos/eval_video_5000000_9e621d1aad0618970e90.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-anymal-reach_5000000.mp4,False,False,0
ms-cartpole-balance,5000000,100.0,ms-cartpole-balance_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-cartpole-balance/20251218_205024_expert_ms-cartpole-balance/wandb/run-20251218_205141-6j0g5m7p/files/media/videos/videos/eval_video_5000000_7303de2de5914a1e7c7a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-cartpole-balance_5000000.mp4,False,False,0
ms-cartpole-balance-sparse,5000000,100.0,ms-cartpole-balance-sparse_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-cartpole-balance-sparse/20251219_033601_expert_ms-cartpole-balance-sparse/wandb/run-20251219_033704-4cfx5ta3/files/media/videos/videos/eval_video_5000000_8a7d2713b68beaadc4a5.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-cartpole-balance-sparse_5000000.mp4,False,False,0
ms-cartpole-swingup,5000000,100.0,ms-cartpole-swingup_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-cartpole-swingup/20251218_214949_expert_ms-cartpole-swingup/wandb/run-20251218_215100-0wwqdeum/files/media/videos/videos/eval_video_5000000_6335937ba3bb67ed81cb.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-cartpole-swingup_5000000.mp4,False,False,0
ms-cartpole-swingup-sparse,5000000,100.0,ms-cartpole-swingup-sparse_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-cartpole-swingup-sparse/20251218_204801_expert_ms-cartpole-swingup-sparse/wandb/run-20251218_204910-gq97a5r4/files/media/videos/videos/eval_video_5000000_03b528a8f626a0e9827d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-cartpole-swingup-sparse_5000000.mp4,False,False,0
ms-hopper-hop,5000000,100.0,ms-hopper-hop_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-hopper-hop/20251218_205031_expert_ms-hopper-hop/wandb/run-20251218_205144-yqd1ygd5/files/media/videos/videos/eval_video_5000000_b688dad08c0274c8a462.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-hopper-hop_5000000.mp4,False,False,0
ms-hopper-stand,5000000,100.0,ms-hopper-stand_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-hopper-stand/20251220_095042_expert_ms-hopper-stand/wandb/run-20251220_095154-pn280pcf/files/media/videos/videos/eval_video_5000000_91d6aa6d14fa06bae770.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-hopper-stand_5000000.mp4,False,False,0
ms-lift-peg,5000000,100.0,ms-lift-peg_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-lift-peg/20251218_204804_expert_ms-lift-peg/wandb/run-20251218_204928-a4ijuvii/files/media/videos/videos/eval_video_5000000_19d572fa28e64ae1db08.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-lift-peg_5000000.mp4,False,False,0
ms-pick-apple,5000000,100.0,ms-pick-apple_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-apple/20251218_204806_expert_ms-pick-apple/wandb/run-20251218_204933-gspq7t8n/files/media/videos/videos/eval_video_5000000_7dc7a8a49e627abcbadb.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-apple_5000000.mp4,False,False,0
ms-pick-banana,5000000,100.0,ms-pick-banana_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-banana/20251218_205930_expert_ms-pick-banana/wandb/run-20251218_210026-ar293lf2/files/media/videos/videos/eval_video_5000000_82e363ead4640ce6d270.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-banana_5000000.mp4,False,False,0
ms-pick-baseball,3533148,70.66296,ms-pick-baseball_3533148.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-baseball/20251227_023609_eval_20251226_214427_expert_ms-pick-baseball/wandb/run-20251227_023628-1e583p7a/files/media/videos/videos/eval_video_0_2d85f29a79ba883bf5db.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-baseball_3533148.mp4,False,False,0
ms-pick-can,5000000,100.0,ms-pick-can_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-can/20251219_015004_expert_ms-pick-can/wandb/run-20251219_015115-nn53vfnv/files/media/videos/videos/eval_video_5000000_864abfe184eb72c5d2e7.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-can_5000000.mp4,False,False,0
ms-pick-cube,5000000,100.0,ms-pick-cube_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-cube/20251218_205036_expert_ms-pick-cube/wandb/run-20251218_205145-dkj4ltvs/files/media/videos/videos/eval_video_3760000_7c5bb6f75c1d8eb48509.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-cube_5000000.mp4,False,False,0
ms-pick-cube-eepose,5000000,100.0,ms-pick-cube-eepose_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-cube-eepose/20251218_205035_expert_ms-pick-cube-eepose/wandb/run-20251218_205147-k70jbklv/files/media/videos/videos/eval_video_3600000_f6266dd56e4f378ee55d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-cube-eepose_5000000.mp4,False,False,0
ms-pick-cube-so,5000000,100.0,ms-pick-cube-so_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-cube-so/20251218_204945_expert_ms-pick-cube-so/wandb/run-20251218_205046-wrc22o03/files/media/videos/videos/eval_video_5000000_8fb12b0385b08201d690.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-cube-so_5000000.mp4,False,False,0
ms-pick-cube-xarm6,5000000,100.0,ms-pick-cube-xarm6_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-cube-xarm6/20251227_023606_eval_20251226_034654_expert_ms-pick-cube-xarm6/wandb/run-20251227_023624-1o4r5mi3/files/media/videos/videos/eval_video_0_2328d81cf9f99db72976.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-cube-xarm6_5000000.mp4,False,False,0
ms-pick-cup,75648,1.51296,ms-pick-cup_75648.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-cup/20251227_023606_eval_20251226_210432_expert_ms-pick-cup/wandb/run-20251227_023624-qe88d4an/files/media/videos/videos/eval_video_0_cba2daa4c823b2195eb4.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-cup_75648.mp4,False,False,0
ms-pick-fork,5000000,100.0,ms-pick-fork_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-fork/20251218_205823_expert_ms-pick-fork/wandb/run-20251218_205913-lsj6v3ze/files/media/videos/videos/eval_video_5000000_6402638dc51c27e7d6ee.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-fork_5000000.mp4,False,False,0
ms-pick-golf-ball,600000,12.0,ms-pick-golf-ball_600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-golf-ball/20251227_023603_eval_20251226_221105_expert_ms-pick-golf-ball/wandb/run-20251227_023622-h461sge6/files/media/videos/videos/eval_video_0_b0fb41462cd2658618ff.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-golf-ball_600000.mp4,True,False,0
ms-pick-hammer,4320048,86.40096,ms-pick-hammer_4320048.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-hammer/20251224_234052_expert_ms-pick-hammer/wandb/run-20251224_234211-6kwgxc7q/files/media/videos/videos/eval_video_0_1d48441351ba8beb0486.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-hammer_4320048.mp4,False,False,0
ms-pick-knife,4700000,94.0,ms-pick-knife_4700000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-knife/20251227_023603_eval_20251226_214423_expert_ms-pick-knife/wandb/run-20251227_023622-1mpof9jq/files/media/videos/videos/eval_video_0_be3e064d7b8a65937101.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-knife_4700000.mp4,False,True,1
ms-pick-mug,5000000,100.0,ms-pick-mug_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-mug/20251218_214701_expert_ms-pick-mug/wandb/run-20251218_214803-p3e4dtef/files/media/videos/videos/eval_video_5000000_bb282cbe2d55f53af4ed.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-mug_5000000.mp4,False,False,0
ms-pick-orange,4700000,94.0,ms-pick-orange_4700000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-orange/20251224_234828_expert_ms-pick-orange/wandb/run-20251224_234931-3g60o4tg/files/media/videos/videos/eval_video_0_6f5be42098930bf9e26a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-orange_4700000.mp4,False,False,0
ms-pick-rubiks-cube,248448,4.96896,ms-pick-rubiks-cube_248448.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-rubiks-cube/20251227_023603_eval_20251226_210432_expert_ms-pick-rubiks-cube/wandb/run-20251227_023623-1u0eyayi/files/media/videos/videos/eval_video_0_e9685407334cf69bc90d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-rubiks-cube_248448.mp4,True,False,0
ms-pick-screwdriver,4520698,90.41396,ms-pick-screwdriver_4520698.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-screwdriver/20251224_234752_expert_ms-pick-screwdriver/wandb/run-20251224_234853-ewdlmcaz/files/media/videos/videos/eval_video_0_11dbb32d5a22cd565e9b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-screwdriver_4520698.mp4,False,True,1
ms-pick-soccer-ball,383048,7.66096,ms-pick-soccer-ball_383048.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-soccer-ball/20251227_023607_eval_20251226_210432_expert_ms-pick-soccer-ball/wandb/run-20251227_023627-t72k9f69/files/media/videos/videos/eval_video_0_d6cc420773ace831b860.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-soccer-ball_383048.mp4,True,False,0
ms-pick-sponge,5000000,100.0,ms-pick-sponge_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-sponge/20251218_204804_expert_ms-pick-sponge/wandb/run-20251218_204915-r8x1faw4/files/media/videos/videos/eval_video_5000000_ad85c0b6dac005a5f131.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-sponge_5000000.mp4,False,False,0
ms-pick-spoon,4500000,90.0,ms-pick-spoon_4500000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-spoon/20251224_234719_expert_ms-pick-spoon/wandb/run-20251224_234921-ccgdf77c/files/media/videos/videos/eval_video_0_d53550751ca2b1885223.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-spoon_4500000.mp4,False,True,1
ms-pick-tennis-ball,4500000,90.0,ms-pick-tennis-ball_4500000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pick-tennis-ball/20251227_023607_eval_20251226_214424_expert_ms-pick-tennis-ball/wandb/run-20251227_023627-qj3vf61z/files/media/videos/videos/eval_video_0_0f36df5668aca6c14ec6.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pick-tennis-ball_4500000.mp4,False,True,1
ms-place-sphere,5000000,100.0,ms-place-sphere_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-place-sphere/20251222_225701_expert_ms-place-sphere/wandb/run-20251222_225802-0nno4k8o/files/media/videos/videos/eval_video_5000000_de03b93e4d29d5971e2b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-place-sphere_5000000.mp4,False,False,0
ms-poke-cube,5000000,100.0,ms-poke-cube_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-poke-cube/20251218_204945_expert_ms-poke-cube/wandb/run-20251218_205046-72nwgqld/files/media/videos/videos/eval_video_5000000_79f7334782142433ee7f.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-poke-cube_5000000.mp4,False,False,0
ms-pull-cube,5000000,100.0,ms-pull-cube_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pull-cube/20251218_204941_expert_ms-pull-cube/wandb/run-20251218_205041-svvukv9j/files/media/videos/videos/eval_video_5000000_fb94707d5e2aa9ffe5b3.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pull-cube_5000000.mp4,False,False,0
ms-pull-cube-tool,5000000,100.0,ms-pull-cube-tool_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-pull-cube-tool/20251222_225650_expert_ms-pull-cube-tool/wandb/run-20251222_225750-lo4nk59q/files/media/videos/videos/eval_video_5000000_fe7ef560ded1b72be8d9.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-pull-cube-tool_5000000.mp4,False,False,0
ms-push-apple,2600000,52.0,ms-push-apple_2600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-apple/20251227_023607_eval_20251226_034700_expert_ms-push-apple/wandb/run-20251227_023626-28bce02g/files/media/videos/videos/eval_video_0_8c6fb9ad36ac7bafa6f2.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-apple_2600000.mp4,True,False,0
ms-push-banana,2700000,54.0,ms-push-banana_2700000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-banana/20251227_023608_eval_20251226_034700_expert_ms-push-banana/wandb/run-20251227_023628-drd91ofj/files/media/videos/videos/eval_video_0_4a186228e711ead6ef66.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-banana_2700000.mp4,True,False,0
ms-push-can,2600000,52.0,ms-push-can_2600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-can/20251227_023608_eval_20251226_034700_expert_ms-push-can/wandb/run-20251227_023628-al0f6dq3/files/media/videos/videos/eval_video_0_add49082168eeba4e256.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-can_2600000.mp4,False,False,0
ms-push-cube,5000000,100.0,ms-push-cube_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-cube/20251218_204942_expert_ms-push-cube/wandb/run-20251218_205040-3drda9ar/files/media/videos/videos/eval_video_5000000_668bc8335ec5d9ef12e3.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-cube_5000000.mp4,False,False,0
ms-push-pear,2700000,54.0,ms-push-pear_2700000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-pear/20251227_023608_eval_20251226_034700_expert_ms-push-pear/wandb/run-20251227_023628-v783d3ds/files/media/videos/videos/eval_video_0_f4abad6e673c825d1afa.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-pear_2700000.mp4,False,False,0
ms-push-rubiks-cube,2600000,52.0,ms-push-rubiks-cube_2600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-rubiks-cube/20251227_023605_eval_20251226_034700_expert_ms-push-rubiks-cube/wandb/run-20251227_023625-1vgs6unw/files/media/videos/videos/eval_video_0_79e87e406f0acdae0169.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-rubiks-cube_2600000.mp4,True,False,0
ms-push-screwdriver,1600000,32.0,ms-push-screwdriver_1600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-screwdriver/20251227_023605_eval_20251226_214423_expert_ms-push-screwdriver/wandb/run-20251227_023624-5j3lk5w3/files/media/videos/videos/eval_video_0_79f70f48954c2819c049.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-screwdriver_1600000.mp4,True,False,0
ms-push-sponge,2800000,56.0,ms-push-sponge_2800000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-push-sponge/20251227_023605_eval_20251226_214422_expert_ms-push-sponge/wandb/run-20251227_023624-1eqmnhj5/files/media/videos/videos/eval_video_0_2744fb93cd094530be2a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-push-sponge_2800000.mp4,False,True,1
ms-reach,5000000,100.0,ms-reach_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-reach/20251218_204804_expert_ms-reach/wandb/run-20251218_204915-8350ewsg/files/media/videos/videos/eval_video_5000000_9627863af558a187639a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-reach_5000000.mp4,False,False,0
ms-reach-eepose,5000000,100.0,ms-reach-eepose_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-reach-eepose/20251218_214852_expert_ms-reach-eepose/wandb/run-20251218_214935-qyjuat01/files/media/videos/videos/eval_video_5000000_e1019b17e78a1206b75e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-reach-eepose_5000000.mp4,False,False,0
ms-reach-xarm6,5000000,100.0,ms-reach-xarm6_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-reach-xarm6/20251218_204804_expert_ms-reach-xarm6/wandb/run-20251218_204915-ejo9qph8/files/media/videos/videos/eval_video_5000000_1df7d3e4df06bcc545b3.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-reach-xarm6_5000000.mp4,False,False,0
ms-stack-cube,5000000,100.0,ms-stack-cube_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/ms-stack-cube/20251221_004624_expert_ms-stack-cube/wandb/run-20251221_004720-pkrhgmqu/files/media/videos/videos/eval_video_5000000_3518b774aea73b1a4b62.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/ms-stack-cube_5000000.mp4,False,False,0
mujoco-ant,5000000,100.0,mujoco-ant_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mujoco-ant/20251227_022441_eval_20251226_045143_expert_mujoco-ant/wandb/run-20251227_022442-5k4203lk/files/media/videos/videos/eval_video_0_0a0862ab801751a9f8c5.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mujoco-ant_5000000.mp4,False,False,0
mujoco-halfcheetah,5000000,100.0,mujoco-halfcheetah_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mujoco-halfcheetah/20251227_022440_eval_20251226_095122_expert_mujoco-halfcheetah/wandb/run-20251227_022442-5hpc82rc/files/media/videos/videos/eval_video_0_1293d5102c0ef4f1df2f.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mujoco-halfcheetah_5000000.mp4,False,True,1
mujoco-hopper,5000000,100.0,mujoco-hopper_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mujoco-hopper/20251227_022448_eval_20251226_034758_expert_mujoco-hopper/wandb/run-20251227_022450-1rbdloex/files/media/videos/videos/eval_video_0_d52b41ffdc777a8f0d2c.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mujoco-hopper_5000000.mp4,False,False,0
mujoco-inverted-pendulum,5000000,100.0,mujoco-inverted-pendulum_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mujoco-inverted-pendulum/20251227_022448_eval_20251226_094417_expert_mujoco-inverted-pendulum/wandb/run-20251227_022450-mtlun56c/files/media/videos/videos/eval_video_0_cc67deb0df40b2a25d2e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mujoco-inverted-pendulum_5000000.mp4,False,False,0
mujoco-reacher,5000000,100.0,mujoco-reacher_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mujoco-reacher/20251222_225119_expert_mujoco-reacher/wandb/run-20251222_225231-pon4r8un/files/media/videos/videos/eval_video_5000000_3c191b4a42cb7c8fd027.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mujoco-reacher_5000000.mp4,False,False,0
mujoco-walker,5000000,100.0,mujoco-walker_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mujoco-walker/20251222_225120_expert_mujoco-walker/wandb/run-20251222_225232-790z1ovv/files/media/videos/videos/eval_video_5000000_b8e9a6f4af9c7d3ca91d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mujoco-walker_5000000.mp4,False,False,0
mw-assembly,5000000,100.0,mw-assembly_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-assembly/20251216_011341_expert_mw-assembly/wandb/run-20251216_011442-1jlgps8g/files/media/videos/videos/eval_video_5000000_c834f5e7ce93ab7fde37.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-assembly_5000000.mp4,False,False,0
mw-basketball,5000000,100.0,mw-basketball_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-basketball/20251222_225120_expert_mw-basketball/wandb/run-20251222_225232-ymceysec/files/media/videos/videos/eval_video_5000000_de199a025f809ac6401d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-basketball_5000000.mp4,False,False,0
mw-bin-picking,5000000,100.0,mw-bin-picking_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-bin-picking/20251222_225115_expert_mw-bin-picking/wandb/run-20251222_225227-4qg7ynn2/files/media/videos/videos/eval_video_5000000_9622350d858b20774b7b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-bin-picking_5000000.mp4,False,False,0
mw-button-press,5000000,100.0,mw-button-press_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-button-press/20251218_101018_expert_mw-button-press/wandb/run-20251218_101058-v4hf2mmm/files/media/videos/videos/eval_video_5000000_245324120cf76e69d06e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-button-press_5000000.mp4,False,False,0
mw-button-press-topdown,5000000,100.0,mw-button-press-topdown_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-button-press-topdown/20251224_234031_expert_mw-button-press-topdown/wandb/run-20251224_234113-2rp9217f/files/media/videos/videos/eval_video_0_f3b86cd88b65b9beb6f0.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-button-press-topdown_5000000.mp4,False,False,0
mw-button-press-topdown-wall,5000000,100.0,mw-button-press-topdown-wall_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-button-press-topdown-wall/20251216_011343_expert_mw-button-press-topdown-wall/wandb/run-20251216_011445-zfblalog/files/media/videos/videos/eval_video_5000000_78f6d551c3d33bb44eef.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-button-press-topdown-wall_5000000.mp4,False,False,0
mw-button-press-wall,5000000,100.0,mw-button-press-wall_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/mw-button-press-wall/20251218_095832_expert_mw-button-press-wall/wandb/run-20251218_095919-opeu66hw/files/media/videos/videos/eval_video_5000000_415acacda582b6be2b1a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/mw-button-press-wall_5000000.mp4,False,False,0
